,Account,Text,Date,datetime,compound,neg,neu,pos
134,CBS News,New details on death on father shot at a California campground https://t.co/xJVKHILPHT https://t.co/DQ15ZBrZPU,2018-06-29,2018-06-29 03:48:03-04:00,-0.5994,0.262,0.738,0.0
135,CBS News,A look back at Joe Jackson's complicated relationship with his children https://t.co/8aQRTqj7FS https://t.co/ulwSuVn1Mz,2018-06-29,2018-06-29 03:33:03-04:00,0.0,0.0,1.0,0.0
136,CBS News,"""That's a child"": Video shows dramatic rescue of missing 2-year-old in the woods https://t.co/slw6IbYDy9 https://t.co/mg2Y05Sn2v",2018-06-29,2018-06-29 03:18:03-04:00,0.2732,0.126,0.686,0.189
137,CBS News,Utah doomsday cult leader gets at least 15 years for sodomizing child https://t.co/JUza29QiNZ https://t.co/a1JzQJWyzy,2018-06-29,2018-06-29 03:03:04-04:00,-0.5859,0.226,0.774,0.0
138,CBS News,"Woman dubbed ""Pool Patrol Paula"" charged with assaulting black teen at swimming pool https://t.co/Px4xUM2wAj https://t.co/Macu3liW6a",2018-06-29,2018-06-29 02:48:03-04:00,-0.6249,0.282,0.718,0.0
139,CBS News,Cause of death determined for woman found dismembered in Brooklyn park https://t.co/5jKSGp8csJ https://t.co/Ft4ZqieHy7,2018-06-29,2018-06-29 02:33:04-04:00,-0.3612,0.225,0.636,0.139
140,CBS News,"""Breaking Bad"" cast reunites for 10th anniversary https://t.co/9Hq3NuPSrY https://t.co/tKsIaHEqvS",2018-06-29,2018-06-29 02:18:04-04:00,-0.5423,0.304,0.696,0.0
141,CBS News,"Photo of Geoffrey the Giraffe leaving an empty Toys ""R"" Us store goes viral https://t.co/4ZlxkucMvG https://t.co/ss4MY6QKEf",2018-06-29,2018-06-29 02:03:04-04:00,-0.2023,0.107,0.893,0.0
142,CBS News,Wynonna Judd's daughter Grace Pauline Kelley sentenced to 8 years in prison https://t.co/lkSedTgURc https://t.co/a3ubwmwCJk,2018-06-29,2018-06-29 01:48:05-04:00,-0.1531,0.256,0.581,0.163
143,CBS News,"Woman dubbed ""Pool Patrol Paula"" charged with assaulting black teen at swimming pool https://t.co/cw9KyXs8NI https://t.co/Ss8kMe454S",2018-06-29,2018-06-29 01:33:03-04:00,-0.6249,0.282,0.718,0.0
144,CBS News,Man shot in head drives 20 miles in wrong direction for help https://t.co/esmGe3dCSo https://t.co/gIzdX59iFH,2018-06-29,2018-06-29 01:18:03-04:00,-0.1027,0.174,0.674,0.152
145,CBS News,"Trump calls Foxconn ""8th wonder of the world"" despite its cost https://t.co/gPTSdm91mx https://t.co/TKXhe157ty",2018-06-29,2018-06-29 01:03:04-04:00,0.0,0.0,1.0,0.0
146,CBS News,"Jamberry, the nail wrap seller, shuts down, leaves thousands of sales reps in a jam https://t.co/mEtgwsfsYd https://t.co/Fyf79vDNN5",2018-06-29,2018-06-29 00:48:03-04:00,0.0,0.0,1.0,0.0
147,CBS News,Man shot in head drives 20 miles in wrong direction for help https://t.co/MEeRxWN4XD https://t.co/rDT28ZfOfz,2018-06-29,2018-06-29 00:33:03-04:00,-0.1027,0.174,0.674,0.152
148,CBS News,"""That's a child"": Video shows dramatic rescue of missing 2-year-old in the woods https://t.co/GfVKABjR1u https://t.co/amkAV2EEwP",2018-06-29,2018-06-29 00:18:03-04:00,0.2732,0.126,0.686,0.189
149,CBS News,Portland ICE facility protesters moved by Homeland Security agents https://t.co/CNiJBW8lGr https://t.co/cJuIM19WyG,2018-06-29,2018-06-29 00:03:03-04:00,0.128,0.143,0.677,0.18
150,CBS News,"""Smelly"" airline passenger who caused emergency landing dies of tissue necrosis, reports say https://t.co/3cx58S12RO https://t.co/xhHNsjHGms",2018-06-28,2018-06-28 23:48:04-04:00,-0.3818,0.157,0.843,0.0
151,CBS News,New details on death on father shot at a California campground https://t.co/sNgkjAI5rq https://t.co/x8AHB7NUnj,2018-06-28,2018-06-28 23:33:03-04:00,-0.5994,0.262,0.738,0.0
152,CBS News,Heat wave to hit northeastern U.S. ahead of the July 4th holiday https://t.co/F3YuMB0Lu5 https://t.co/M9yOnjmSdP,2018-06-28,2018-06-28 23:18:03-04:00,0.4019,0.0,0.828,0.172
153,CBS News,"""Controlled burn"" in Florida accidentally torches dozens of homes across 800 acres https://t.co/WFb3ncvH3e https://t.co/Cwov8m4CxP",2018-06-28,2018-06-28 23:05:23-04:00,-0.34,0.156,0.844,0.0
154,CBS News,UPDATE: The names of the Maryland newspaper shooting victims have been released. Police say they were all employees… https://t.co/Cscq0lLPft,2018-06-28,2018-06-28 22:35:02-04:00,-0.3182,0.113,0.887,0.0
155,CBS News,HAPPENING NOW: Police release the names of the 5 victims of the Maryland Newspaper shooting during press conference… https://t.co/DXfL9bbPe3,2018-06-28,2018-06-28 22:15:31-04:00,-0.3182,0.119,0.881,0.0
156,CBS News,Who are the top 5 people being considered to replace Justice Anthony Kennedy? These are the possible front-runners:… https://t.co/aSH4fd1Txs,2018-06-28,2018-06-28 21:39:56-04:00,0.6369,0.0,0.755,0.245
157,CBS News,Good Samaritan jumps into action to help a 67-year-old woman stranded in her wheelchair after it broke down on a Ge… https://t.co/oTAz7VeYHB,2018-06-28,2018-06-28 21:19:30-04:00,0.4215,0.11,0.669,0.22
158,CBS News,Suspect in the deadly shooting at a Maryland newspaper building has been identified as a 38-year-old man… https://t.co/kRgP3Sdz9D,2018-06-28,2018-06-28 21:05:05-04:00,-0.296,0.128,0.872,0.0
159,CBS News,"Real-life Lassie: A heroic husky saved a deaf hiker in the Alaskan backcountry last week and went viral. Then, his… https://t.co/oQFQTMQZKk",2018-06-28,2018-06-28 20:59:38-04:00,0.7506,0.0,0.726,0.274
160,CBS News,"In his first television interview, ICE whistleblower James Schwab opened up about why he abruptly resigned as ICE's… https://t.co/xJ3EWOe7HW",2018-06-28,2018-06-28 20:40:01-04:00,-0.25,0.1,0.9,0.0
161,CBS News,NEW: Suspect in #CapitalGazette shooting identified as a 38-year-old Maryland resident https://t.co/Cc5uAoLqGW https://t.co/qVwKhWBZok,2018-06-28,2018-06-28 20:36:23-04:00,-0.296,0.167,0.833,0.0
162,CBS News,"Maryland shooting witness says door to newspaper offices was ""blown to pieces"" by gunman https://t.co/hNACmLLbp6 https://t.co/ruvT4kdRdb",2018-06-28,2018-06-28 20:19:57-04:00,0.0,0.0,1.0,0.0
163,CBS News,"Law enforcement to reporters: ""We are here and we are invested and we will get this investigation right""… https://t.co/OD8wD4EzQ7",2018-06-28,2018-06-28 20:18:10-04:00,0.0,0.0,1.0,0.0
164,CBS News,Maryland newspaper shooting: Police say the suspect lives in Maryland and that law enforcement is securing his resi… https://t.co/EMlHkXD3jc,2018-06-28,2018-06-28 20:11:40-04:00,0.0258,0.102,0.791,0.107
165,CBS News,"HAPPENING NOW: Police provide updates on Maryland newspaper shooting, calling it a ""targeted attack.""… https://t.co/qEzjBJwJEL",2018-06-28,2018-06-28 20:07:20-04:00,0.0,0.0,1.0,0.0
166,CBS News,WATCH: CBS News interview with ICE whistleblower interrupted by surprise visit from government agents… https://t.co/1edxrGX5ev,2018-06-28,2018-06-28 20:00:20-04:00,-0.0258,0.127,0.751,0.121
167,CBS News,Rapper XXXTentacion attends his own funeral in music video released after his death https://t.co/hSQWE6dN8J https://t.co/WHUNcpWHMQ,2018-06-28,2018-06-28 19:39:35-04:00,-0.7506,0.33,0.67,0.0
168,CBS News,"NYPD, Chicago police deploy to media outlets out of caution after Maryland #CapitalGazette shooting… https://t.co/iFoOnGxklb",2018-06-28,2018-06-28 19:19:54-04:00,0.0,0.0,1.0,0.0
169,CBS News,"After finding 67-year-old Belinda Whitaker stranded in her broken down wheelchair on his way to the gym, Bilal Quin… https://t.co/U8C09kWJfk",2018-06-28,2018-06-28 19:04:34-04:00,-0.4767,0.14,0.86,0.0
170,CBS News,Maryland shooting suspect damaged his finger tips to thwart identification. Police are now turning to facial recogn… https://t.co/4DyztNFGaF,2018-06-28,2018-06-28 18:59:41-04:00,-0.6249,0.242,0.758,0.0
171,CBS News,"It was supposed to be a ""controlled burn,"" a fire deliberately set to prevent future wildfires. It ended up burning… https://t.co/e9fUE8JlkF",2018-06-28,2018-06-28 18:54:43-04:00,-0.3182,0.117,0.829,0.054
172,CBS News,"""They know it's a lie. It was just shocking to me that no one wanted to fix that."" ICE whistleblower opens up to… https://t.co/QmHcBzICIK",2018-06-28,2018-06-28 18:52:01-04:00,-0.5994,0.189,0.811,0.0
173,CBS News,"For the next week, much of the country is expected to be smothered under what forecasters are calling a ""heat dome""… https://t.co/lf2mcOlI6g",2018-06-28,2018-06-28 18:45:37-04:00,-0.2263,0.087,0.913,0.0
174,CBS News,There's a looming battle over the Supreme Court seat that's about to open up when Justice Anthony Kennedy retires a… https://t.co/h2TuA7fIfQ,2018-06-28,2018-06-28 18:43:05-04:00,0.5994,0.151,0.59,0.258
175,CBS News,"""CBS News sources say the suspect has been uncooperative... Not only did he not have an I.D. on him, but sources sa… https://t.co/Zd6ZjKmexU",2018-06-28,2018-06-28 18:40:14-04:00,-0.1531,0.068,0.932,0.0
176,CBS News,"Five people are dead, multiple people wounded in shooting at #CapitalGazette. 

Chip Reid has more from Annapolis,… https://t.co/nPFhSHGAl0",2018-06-28,2018-06-28 18:36:36-04:00,-0.6486,0.202,0.798,0.0
177,CBS News,"Capitol Police charge nearly 600 people, including one congresswoman, of unlawfully demonstrating during a protest… https://t.co/hB9nHvGpZl",2018-06-28,2018-06-28 18:26:06-04:00,0.0,0.0,1.0,0.0
178,CBS News,"""Clearly we need universal background checks and need to get rid of the military style assault weapons and private… https://t.co/mg5WeGZh1u",2018-06-28,2018-06-28 18:23:49-04:00,-0.6124,0.254,0.644,0.102
179,CBS News,"""So Annapolis is a small, very tightly knit community. People know each other here. People know the reporters that… https://t.co/Z4vTOzCxyx",2018-06-28,2018-06-28 18:12:45-04:00,0.0,0.0,1.0,0.0
180,CBS News,"""As a precaution, police in New York and Chicago have also been deployed to media organizations while the nature of… https://t.co/7oBSMfDQn3",2018-06-28,2018-06-28 18:07:18-04:00,0.0,0.0,1.0,0.0
181,CBS News,CBS News has learned alleged gunman damaged his fingertips so law enforcement cannot identify him.… https://t.co/8dYRHu9JBW,2018-06-28,2018-06-28 17:52:15-04:00,-0.4404,0.162,0.838,0.0
182,CBS News,"Latest on #CapitalGazette shooting:
-5 confirmed dead
-3 believed to be injured
-Approximately 170 people were evac… https://t.co/Xx19laueQj",2018-06-28,2018-06-28 17:50:44-04:00,-0.7906,0.304,0.696,0.0
183,CBS News,"@CBSNews ""So the building as we speak is now tactically secured... It is secure as far as there are no more persons… https://t.co/ocrjyOPZyr",2018-06-28,2018-06-28 17:45:49-04:00,0.0516,0.086,0.82,0.094
184,CBS News,"@CBSNews ""It could have been a lot worse,"" Anne Arundel County Executive Steve Schuh credits rapid emergency respon… https://t.co/WEn9EOFQkz",2018-06-28,2018-06-28 17:42:01-04:00,-0.0258,0.123,0.758,0.118
185,CBS News,"Capital Gazette reporter tweets about deadly Maryland shooting: ""There is nothing more terrifying than hearing mult… https://t.co/poLzyxSAdA",2018-06-28,2018-06-28 17:39:40-04:00,0.4964,0.0,0.833,0.167
186,CBS News,WATCH NOW: Officials give update on investigation into deadly #CapitalGazette shooting. https://t.co/eWjaC4dGlq https://t.co/X5s0gefbdr,2018-06-28,2018-06-28 17:39:34-04:00,0.0,0.0,1.0,0.0
187,CBS News,"""My thoughts and prayers are with the victims and their families"": President Trump tweets response to shooting at M… https://t.co/6drDSwHGr9",2018-06-28,2018-06-28 17:35:49-04:00,-0.3182,0.108,0.892,0.0
188,CBS News,"""Just last week on Thursday they completed an active assailant exercise at a local school campus for this exact typ… https://t.co/GDHVaP43pi",2018-06-28,2018-06-28 17:35:11-04:00,0.4019,0.0,0.876,0.124
189,CBS News,"""Devastated &amp; heartbroken. Numb...Just know that our reporters give all that they have every day,"" @adrianasdiaz re… https://t.co/uGXHDn08Af",2018-06-28,2018-06-28 17:30:46-04:00,-0.8519,0.342,0.658,0.0
190,CBS News,"As the shooting began unfolding today at the Capital Gazette in Annapolis, some of the most chilling details came i… https://t.co/oYxLoVH3DB",2018-06-28,2018-06-28 17:16:35-04:00,-0.101,0.065,0.935,0.0
191,CBS News,"MARYLAND NEWSPAPER SHOOTING: 5 dead, many others wounded after gunman opened fire on employees… https://t.co/sdGDt6NKza",2018-06-28,2018-06-28 17:07:16-04:00,-0.7717,0.358,0.642,0.0
192,CBS News,"""My thoughts and prayers are with the victims and their families."" President Trump tweets on #CapitalGazette shooti… https://t.co/LfBms5KjxQ",2018-06-28,2018-06-28 17:00:02-04:00,-0.3182,0.119,0.881,0.0
193,CBS News,"William Krampf, acting chief of police for Anne Arundel County, says five people dead in #CapitalGazette shooting a… https://t.co/RjUneDDr4s",2018-06-28,2018-06-28 16:53:46-04:00,-0.6486,0.193,0.807,0.0
194,CBS News,"@CBSNews ""The shooter is in custody. I want to commend the public safety professionals who were very quick to the s… https://t.co/JlaLCsHhAG",2018-06-28,2018-06-28 16:44:09-04:00,0.7184,0.0,0.72,0.28
195,CBS News,"@CBSNews ""There are several people who have died from this incident, and several others are injured. Those who are… https://t.co/hDR5DYUvDK",2018-06-28,2018-06-28 16:42:39-04:00,-0.743,0.259,0.741,0.0
196,CBS News,"WATCH NOW: Authorities in Annapolis, Maryland, give briefing on shooting at #CapitalGazette. https://t.co/eWjaC4dGlq https://t.co/AliBbgtxBz",2018-06-28,2018-06-28 16:38:45-04:00,0.0,0.0,1.0,0.0
197,CBS News,"""We have just learned from CBS News law enforcement sources that the suspect is refusing to identify himself,""… https://t.co/JfPycufXYL",2018-06-28,2018-06-28 16:35:30-04:00,-0.5994,0.224,0.776,0.0
198,CBS News,"Q: What does the use of a shotgun indicate to you?

CBS News security analyst Paul Violis: ""Violent disdain. A shot… https://t.co/vH5rcZsqzj",2018-06-28,2018-06-28 16:30:57-04:00,-0.6808,0.265,0.644,0.091
199,CBS News,CBS News has learned gunman used a shotgun in #CapitalGazette shooting. https://t.co/eWjaC4dGlq https://t.co/E1pcTWRx1w,2018-06-28,2018-06-28 16:27:15-04:00,0.0,0.0,1.0,0.0
200,CNN,"IUDs are more than 99% effective in preventing pregnancy, and some can work up to 12 years, but a 2016 survey found… https://t.co/T039p7yuad",2018-06-29,2018-06-29 08:04:43-04:00,0.2805,0.045,0.861,0.094
201,CNN,"Within minutes, it ""was like a war zone."" The Capital Gazette shooting marked the deadliest day for journalism in A… https://t.co/leNyh8Aqx3",2018-06-29,2018-06-29 07:53:14-04:00,-0.34,0.16,0.738,0.102
202,CNN,"The suspect in the shooting at the Capital Gazette newspaper in Annapolis, Maryland, is being charged with five cou… https://t.co/Rae2amml3L",2018-06-29,2018-06-29 07:42:24-04:00,-0.4588,0.182,0.818,0.0
203,CNN,Thousands of kids still haven't been reunited with their parents. Protesters ask: Where are the children?… https://t.co/umFY4lB6E6,2018-06-29,2018-06-29 07:31:46-04:00,-0.2263,0.106,0.894,0.0
204,CNN,"Two writers from the Capital Gazette said ""thoughts and prayers"" aren't enough after a gunman attacked their newsro… https://t.co/k4VORRLcBZ",2018-06-29,2018-06-29 07:21:32-04:00,-0.4588,0.15,0.85,0.0
205,CNN,"""Just be a kid, OK?"": Inside children's immigration hearings https://t.co/hWbycOkH4u https://t.co/lypG1alu4g",2018-06-29,2018-06-29 07:11:20-04:00,0.0,0.0,1.0,0.0
206,CNN,"An oil tanker exploded during rush hour traffic in Lagos, Nigeria, killing at least nine people and injuring at lea… https://t.co/X0F1NTxB7G",2018-06-29,2018-06-29 07:00:01-04:00,-0.6597,0.18,0.82,0.0
207,CNN,"Capital Gazette shooting | What we know

• 5 people killed in a shooting at Capital Gazette newsroom in Annapolis,… https://t.co/wT8cTPCX5m",2018-06-29,2018-06-29 06:49:06-04:00,-0.6705,0.22,0.78,0.0
208,CNN,A harrowing parasailing accident left a woman drifting in the wind for 45 minutes https://t.co/gcwxlvMmRE https://t.co/vJtOgi4BMh,2018-06-29,2018-06-29 06:40:42-04:00,-0.4767,0.193,0.807,0.0
209,CNN,India has been named the most dangerous country in the world to be female. But these women and girls are learning h… https://t.co/rPWEmYBFmC,2018-06-29,2018-06-29 06:30:04-04:00,-0.5256,0.134,0.866,0.0
210,CNN,Rescuers looking for 12 boys and their soccer coach in Thailand have discovered a hidden opening deep in the jungle… https://t.co/hWQkswfrDy,2018-06-29,2018-06-29 06:23:34-04:00,0.0,0.0,1.0,0.0
211,CNN,The UK is facing a crumpet crisis https://t.co/qci4XpuTXZ,2018-06-29,2018-06-29 06:07:01-04:00,-0.6249,0.406,0.594,0.0
212,CNN,"After the shooting in Annapolis, Maryland, staffers at the Capital Gazette are still putting out a newspaper… https://t.co/GNzM94Rfkh",2018-06-29,2018-06-29 05:50:28-04:00,0.0,0.0,1.0,0.0
213,CNN,"Two writers from the Capital Gazette said ""thoughts and prayers"" aren't enough after a gunman attacked their newsro… https://t.co/FQxk7jRkyA",2018-06-29,2018-06-29 05:44:02-04:00,-0.4588,0.15,0.85,0.0
214,CNN,Rescuers looking for 12 boys and their soccer coach in Thailand have discovered a hidden opening deep in the jungle… https://t.co/2NlnSxtjqe,2018-06-29,2018-06-29 05:33:02-04:00,0.0,0.0,1.0,0.0
215,CNN,"Jahi McMath, an Oakland teenager whose brain-death following a routine tonsil surgery in 2013 created national head… https://t.co/turEuV0NWM",2018-06-29,2018-06-29 05:22:51-04:00,0.25,0.0,0.889,0.111
216,CNN,British defense company BAE Systems secures a $26 billion deal to build new warships for Australia… https://t.co/vAWaEYzIwV,2018-06-29,2018-06-29 05:22:06-04:00,0.3182,0.082,0.71,0.208
217,CNN,A change in wind direction has allowed Bali's international airport to reopen after it closed temporarily on Friday… https://t.co/hDnxCdUgfb,2018-06-29,2018-06-29 05:06:46-04:00,0.0,0.0,1.0,0.0
218,CNN,"Within minutes, it ""was like a war zone."" The Capital Gazette shooting marked the deadliest day for journalism in A… https://t.co/SS9CZoQari",2018-06-29,2018-06-29 04:55:04-04:00,-0.34,0.16,0.738,0.102
219,CNN,"""I stumbled upon yoga to save my life, basically, and I knew that I found something special."" Contemplating suicide… https://t.co/sTZ665CVTm",2018-06-29,2018-06-29 04:48:06-04:00,0.4939,0.0,0.842,0.158
220,CNN,Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/rFBEzuZaXY via @CNNTravel https://t.co/sNCnJuoV9O,2018-06-29,2018-06-29 04:46:06-04:00,0.0,0.0,1.0,0.0
221,CNN,"South Korea jails more conscientious objectors than any other country, but that may be about to change https://t.co/A1nWgD7m9w",2018-06-29,2018-06-29 04:42:06-04:00,0.0,0.0,1.0,0.0
222,CNN,"The suspect in the shooting at the Capital Gazette newspaper in Annapolis, Maryland, is being charged with five cou… https://t.co/VH8JuXyMqU",2018-06-29,2018-06-29 04:30:03-04:00,-0.4588,0.182,0.818,0.0
223,CNN,"The suspect in the shooting at the Capital Gazette newspaper in Annapolis, Maryland, has been charged with five cou… https://t.co/nxfbOlNYjZ",2018-06-29,2018-06-29 04:18:20-04:00,-0.4588,0.182,0.818,0.0
224,CNN,Court documents show the man suspected of killing five people at a Maryland newspaper had filed a defamation suit a… https://t.co/hyQNFI4EZk,2018-06-29,2018-06-29 03:40:10-04:00,-0.743,0.27,0.73,0.0
225,CNN,These are the victims of the Capital Gazette newsroom shooting https://t.co/ygYsJQ5zfx https://t.co/LbcaQBkolS,2018-06-29,2018-06-29 03:29:49-04:00,-0.3182,0.173,0.827,0.0
226,CNN,"Forget the football, Vladimir Putin is the real World Cup winner | Analysis by Nathan Hodge https://t.co/PIqujcRopT https://t.co/YyLW0GjQo6",2018-06-29,2018-06-29 03:21:05-04:00,0.4404,0.092,0.725,0.184
227,CNN,State Department has requested that US Marines be sent to Taiwan to help safeguard America's de facto embassy there… https://t.co/Sg1LSrhlkR,2018-06-29,2018-06-29 03:11:53-04:00,0.6486,0.0,0.773,0.227
228,CNN,Bali has closed its international airport after Mount Agung volcano began spewing volcanic ash and vapor higher tha… https://t.co/DAawssEsEN,2018-06-29,2018-06-29 02:59:06-04:00,0.0,0.0,1.0,0.0
229,CNN,Australia wins landmark victory at the World Trade Organization -- the country's stringent laws requiring plain pac… https://t.co/6uECXCXciK,2018-06-29,2018-06-29 02:51:03-04:00,0.6124,0.0,0.762,0.238
230,CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/zXphbZpxcC",2018-06-29,2018-06-29 02:31:00-04:00,0.0,0.0,1.0,0.0
231,CNN,EU leaders have averted the collapse of a key summit with a deal struck on migration in the early hours of Friday m… https://t.co/sKVRgk4Ebb,2018-06-29,2018-06-29 02:23:05-04:00,-0.6705,0.255,0.745,0.0
232,CNN,Meet Miquela: The CGI Instagram star making brands real money — even though she's not a real human… https://t.co/3xugZa7hbo,2018-06-29,2018-06-29 02:11:09-04:00,0.0,0.0,1.0,0.0
233,CNN,Amazon has launched a new program that allows you to start your own small business delivering Prime packages — the… https://t.co/gEGg4OEsuM,2018-06-29,2018-06-29 02:01:00-04:00,0.296,0.0,0.842,0.158
234,CNN,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/q7AuPCcgqr",2018-06-29,2018-06-29 01:56:16-04:00,-0.2023,0.145,0.753,0.102
235,CNN,Sen. @CoryBooker: 'Push pause' on Supreme Court nominee until after Russia probe https://t.co/hpAxte7ZTH https://t.co/cUSnJEd89B,2018-06-29,2018-06-29 01:51:41-04:00,0.5574,0.0,0.783,0.217
236,CNN,Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/8hRdCIsKGw via @CNNTravel https://t.co/fn6yaCdx4s,2018-06-29,2018-06-29 01:46:08-04:00,0.0,0.0,1.0,0.0
237,CNN,"RT @CNNTonight: Rep. Jayapal was arrested while protesting Trump's immigration policy

 ""What people were doing today is drawing attention…",2018-06-29,2018-06-29 01:36:26-04:00,-0.7096,0.258,0.742,0.0
238,CNN,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/wnmxeae4Ox https://t.co/QXABxdluHn,2018-06-29,2018-06-29 01:31:09-04:00,0.0,0.0,1.0,0.0
239,CNN,A Neolithic trackway dating to 2300 BC was uncovered in a nondescript field on the east coast of England… https://t.co/WGiE3fUnFA,2018-06-29,2018-06-29 01:16:03-04:00,0.0,0.0,1.0,0.0
240,CNN,How the impact of a trade war between the United States and China could spill into other Asian economies… https://t.co/LuhgcowF9w,2018-06-29,2018-06-29 01:01:07-04:00,-0.2732,0.165,0.717,0.118
241,CNN,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQE6WF https://t.co/9q1PiOhpQ7",2018-06-29,2018-06-29 00:46:00-04:00,0.4215,0.0,0.811,0.189
242,CNN,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/gg0SG7zq29",2018-06-29,2018-06-29 00:31:00-04:00,0.0,0.0,1.0,0.0
243,CNN,The FDR Library and Museum released rare video of Franklin D. Roosevelt walking https://t.co/xUMKmgw8po https://t.co/zWjFJSdafM,2018-06-29,2018-06-29 00:17:15-04:00,0.0,0.0,1.0,0.0
244,CNN,"""Korea, brother, you're now Mexican."" Hundreds of jubilant Mexican soccer fans rushed to the South Korean embassy i… https://t.co/9kubkR5PR2",2018-06-29,2018-06-29 00:01:00-04:00,0.6124,0.0,0.818,0.182
245,CNN,Amazon is buying online pharmacy PillPack -- a move that could disrupt the drug store business https://t.co/DkTdQEI1iT,2018-06-28,2018-06-28 23:46:04-04:00,0.1779,0.0,0.898,0.102
246,CNN,"""Just be a kid, OK?"": Inside children's immigration hearings https://t.co/YLOaAmNqD9 https://t.co/R5SXXagHUY",2018-06-28,2018-06-28 23:31:04-04:00,0.0,0.0,1.0,0.0
247,CNN,"RT @CNNTonight: ""This could be a moment where we see a judge in the next few months appointed and states -- one state, five states, ten sta…",2018-06-28,2018-06-28 23:17:56-04:00,0.0,0.0,1.0,0.0
248,CNN,President Donald Trump met with key senators at the White House as the administration goes into a full-court press… https://t.co/GPAM0su0gb,2018-06-28,2018-06-28 23:16:04-04:00,0.0,0.0,1.0,0.0
249,CNN,White House puts Supreme Court search on overdrive to announce pick by July 9 https://t.co/uD3i3IBpk8 https://t.co/Tyn9C5ZZrn,2018-06-28,2018-06-28 23:01:06-04:00,0.5574,0.0,0.795,0.205
250,CNN,"Rep. Luis Gutierrez: ""If you walk away from anything in this hearing it's that (Republicans) want to give the Presi… https://t.co/A9j7Xco9IJ",2018-06-28,2018-06-28 22:57:29-04:00,0.0772,0.0,0.939,0.061
251,CNN,"The victims in the shooting at the Capital Gazette in Annapolis, Maryland, have been identified. These are their na… https://t.co/1LdsaAaNDZ",2018-06-28,2018-06-28 22:51:38-04:00,-0.3182,0.108,0.892,0.0
252,CNN,President Donald Trump's frequent jabs at Sen. John McCain on the campaign trail have angered fellow Senate Republi… https://t.co/KR88mXkfcO,2018-06-28,2018-06-28 22:46:06-04:00,-0.5106,0.155,0.845,0.0
253,CNN,"RT @CuomoPrimeTime: .@ChrisCuomo: Today, another example of a gun violence pandemic our society  is maddeningly willing to accept.

It is a…",2018-06-28,2018-06-28 22:40:10-04:00,-0.5994,0.249,0.651,0.1
